subj,prompt,excluded_subj,excluded_subj_rep,excluded_response,response,prompt_set,prompt_val_set,prompt_val,prompt_stage,positivity_gpt,negativity_gpt,positivity_HK,negativity_HK,positivity_KSM,negativity_KSM,concrete_gpt,abstract_gpt,concrete_KG,abstract_KG,concrete_HK,abstract_HK,word_counts,brysbaert_sum,brysbaert_mean,brysbaert_sd
18,P12c,0,0,0,A group of adults sit at a table together eating pizza talking. ,12,P12,P,c,1,0,2,0,1,0,9,0,7,0,8,1,12,44.71,3.725833333,1.119549084
19,N1a,0,0,0,A woman on her cell phone,1,N1,N,a,0,0,0,0,0,0,8,0,6,0,6,0,6,18.72,3.744,0.804133074
19,N1b,0,0,0,A group of people on their cell phones,1,N1,N,b,0,0,0,0,0,0,8,0,6,0,6,0,8,25.11,3.587142857,1.07290438
19,N1c,0,0,0,A group of people on their cell phones while one person is bored on a coffee date,1,N1,N,c,2,3,0,4,0,3,7,3,6,4,7,4,17,57.45,3.590625,0.993911255
19,N2a,0,0,0,A group of people talking about a woman,2,N2,N,a,5,5,0,3,0,3,2,0,3,3,5,2,8,27.31,3.41375,1.16659379
19,N2b,0,0,0,A group of people gossiping about a woman,2,N2,N,b,1,5,0,5,0,6,4,1,4,3,5,4,8,26.24,3.28,1.141677963
19,N2c,0,0,0,A group of people gossiping about a woman,2,N2,N,c,1,6,0,5,0,6,6,1,4,3,5,4,8,26.24,3.28,1.141677963
19,P1a,0,0,0,A group of people having a serious conversation,1,P1,P,a,2,3,0,1,0,3,3,1,5,2,5,3,8,24.57,3.07125,1.043817684
19,P1b,0,0,0,A group of people having a serious conversation about something with the adult male on the right,1,P1,P,b,2,5,0,2,0,4,3,1,6,2,5,4,17,48.59,2.858235294,1.132112159
19,P1c,0,0,0,It personally looks like they’re having some kind of intervention for that young male on the right,1,P1,P,c,2,3,0,6,4,2,3,4,6,6,6,6,17,42.84,2.52,0.818031173
19,N3a,0,0,0,A group of people laughing at a table,3,N3,N,a,7,0,3,0,5,0,8,1,7,0,7,2,8,25.05,3.578571429,1.110036464
19,N3b,0,0,0,A group of people laughing around the table,3,N3,N,b,8,0,3,0,5,0,8,1,7,0,7,2,8,26.26,3.2825,1.415543813
19,N3c,0,0,0,A group of people making fun of a woman at a table,3,N3,N,c,1,7,0,8,0,7,7,2,5,4,8,5,12,36.11,3.282727273,1.171657722
19,N4a,0,0,0,A couple discussing something,4,N4,N,a,5,5,0,0,0,0,2,0,5,2,5,2,4,12.17,3.0425,0.883454394
19,N4b,0,0,0,A professional man discussing something with a professional woman,4,N4,N,b,0,0,0,0,0,0,2,0,6,1,5,2,9,27.02,3.002222222,1.08173215
19,N4c,0,0,0,A man disagreeing with a woman regarding something professional,4,N4,N,c,2,3,0,3,0,2,2,1,5,1,5,4,9,26.27,2.918888889,1.12085285
19,P2a,0,0,0,An old man is having a meal with friends or family. ,2,P2,P,a,5,0,2,0,3,0,7,0,6,1,6,2,11,33.97,3.088181818,1.181057308
19,P2b,0,0,0,A man is celebrating thanksgiving with friends and/or family. ,2,P2,P,b,8,0,3,0,6,0,3,1,5,3,6,2,9,30.74,3.074,1.08229386
19,P2c,0,0,0,A family celebrating thanksgiving. ,2,P2,P,c,8,0,4,0,6,0,4,0,5,3,6,2,4,13.71,3.4275,0.56664951
19,N5a,0,0,0,I agree with people on their cell phone,5,N5,N,a,1,0,0,0,1,0,1,0,2,0,3,0,8,23.97,3.424285714,1.064438148
19,N5b,0,0,0,A group of people on their cell phone,5,N5,N,b,0,0,0,0,0,0,7,0,4,0,6,0,8,25.11,3.587142857,1.07290438
19,N5c,0,0,0,A group of people on their cell phones in a single person being bored,5,N5,N,c,1,5,0,3,0,3,4,1,5,3,7,4,14,44.16,3.396923077,0.986985179
19,N6a,0,0,0,A group of men are at a formal event. ,6,N6,N,a,0,0,1,0,0,0,3,0,5,2,5,0,9,26.39,2.932222222,1.041906639
19,N6b,0,0,0,A man is celebrating after a formal event. ,6,N6,N,b,7,0,2,0,6,0,3,1,5,2,5,2,8,25.63,3.20375,0.830867662
19,N6c,0,0,0,Three men are on their phones after a party or formal event.,6,N6,N,c,0,0,0,1,0,0,7,0,6,2,7,0,12,38.08,3.173333333,1.028753291
19,N7a,0,0,0,A woman upset,7,N7,N,a,1,6,0,4,0,5,2,1,5,3,3,2,3,10.12,3.373333333,1.030550015
19,N7b,0,0,0,A woman and man engaged in a tense conversation,7,N7,N,b,2,5,0,5,0,4,4,3,5,3,5,4,9,27.97,3.107777778,1.055483038
19,N7c,0,0,0,Two women having a tense conversation,7,N7,N,c,1,6,0,4,0,4,4,2,5,3,5,4,6,19.7,3.283333333,0.925000901
19,P3a,0,0,0,A woman talking to a group of people,3,P3,P,a,0,0,0,0,0,0,7,0,6,0,5,2,8,27.09,3.38625,1.212564431
19,P3b,0,0,0,A young woman discussing something with a group of people,3,P3,P,b,0,0,0,0,1,0,4,1,6,0,5,3,10,31.62,3.162,1.07614332
19,P3c,0,0,0,A young woman holding a meeting,3,P3,P,c,1,0,0,0,0,0,4,0,4,1,5,3,6,20.8,3.466666667,0.536271076
19,P4a,0,0,0,A group of women in a professional setting discussing something with one another,4,P4,P,a,0,0,0,0,0,0,4,1,4,1,5,3,13,38.95,2.996153846,0.896553944
19,P4b,0,0,0,A group of women having a professional meeting,4,P4,P,b,1,0,0,0,0,0,3,0,5,3,5,2,8,24.07,3.00875,0.977700473
19,P4c,0,0,0,A group of women having a professional meeting,4,P4,P,c,1,0,0,0,0,0,4,0,5,3,5,2,8,24.07,3.00875,0.977700473
19,P5a,0,0,0,A young woman yelling,5,P5,P,a,1,6,0,3,0,6,8,1,6,1,6,3,4,14.73,3.6825,0.604448785
19,P5b,0,0,0,A young woman yelling at a child,5,P5,P,b,1,7,0,5,0,7,8,1,7,1,8,4,7,24.83,3.547142857,0.909170213
19,P5c,0,0,0,A young woman being silly with a child,5,P5,P,c,3,0,4,0,6,0,6,1,7,4,7,4,8,24.95,3.11875,1.088923945
19,N8a,0,0,0,A woman standing by a Christmas tree,8,N8,N,a,0,0,1,0,0,0,8,0,7,2,8,0,7,18.82,3.764,0.858737445
19,N8b,0,0,0,A woman talking to another woman while she stands by a Christmas,8,N8,N,b,1,0,1,0,1,0,8,1,7,2,7,2,12,35.01,3.182727273,0.988241781
19,N8c,0,0,0,an older woman discussing something with a younger woman around Christmas,8,N8,N,c,1,0,2,0,1,0,6,1,7,2,6,3,11,31.87,2.897272727,1.017655059
19,N9a,0,0,0,A person holding their hands out,9,N9,N,a,0,0,0,0,0,0,8,0,6,0,6,0,6,18.45,3.69,0.597913037
19,N9b,0,0,0,A woman handing a man the wedding ring,9,N9,N,b,2,0,0,4,0,6,9,1,6,2,9,2,8,29.82,3.7275,1.191526632
19,N9c,0,0,0,"A woman handing an upset man, her wedding ring",9,N9,N,c,1,7,0,6,0,7,8,4,6,2,9,4,9,32.01,3.556666667,1.202892348
19,P6a,0,0,0,A man listening to a conversation,6,P6,P,a,0,0,0,0,1,0,7,1,5,0,4,2,6,19.59,3.265,1.030490175
19,P6b,0,0,0,A man listening to women having a conversation,6,P6,P,b,0,0,0,0,0,0,7,0,5,0,5,2,8,26.23,3.27875,1.06323546
19,P6c,0,0,0,A man engaged in a conversation with a group of women,6,P6,P,c,0,0,0,0,2,0,6,0,5,0,5,3,11,35.14,3.194545455,1.003666913
19,N10a,0,0,0,A woman talking to somebody,10,N10,N,a,0,0,0,0,0,0,4,0,6,0,4,2,5,17.12,3.424,1.136521007
19,N10b,0,0,0,A young woman being gossip about,10,N10,N,b,1,5,0,6,0,6,2,1,4,3,3,4,6,17.49,2.915,1.00117431
19,N10c,0,0,0,A young woman being gossiped about,10,N10,N,c,1,5,0,6,0,6,2,1,4,3,3,4,6,17.49,2.915,1.00117431
19,P7a,0,0,0,Someone holding back another person on a sports team,7,P7,P,a,2,5,0,2,0,2,7,1,5,3,7,3,9,32.9,3.655555556,0.602248103
19,P7b,0,0,0,Person on a team laughing while being held back by another person,7,P7,P,b,3,0,2,0,4,1,8,2,5,3,8,4,12,39.59,3.299166667,1.164274712
19,P7c,0,0,0,A group of boys on sports team horse playing,7,P7,P,c,2,0,3,0,5,0,7,1,4,4,7,3,9,32.56,3.617777778,0.982544882
19,N11a,0,0,0,A man talking to an upset woman. ,11,N11,N,a,2,5,0,4,0,5,7,1,5,3,6,4,7,21.99,3.141428571,1.367801503
19,N11b,0,0,0,A man trying to reason with an upset woman,11,N11,N,b,3,5,0,5,2,5,3,3,4,3,6,5,9,24.07,2.674444444,1.225756003
19,N11c,0,0,0,A man begging for forgiveness from an upset woman,11,N11,N,c,2,7,0,6,0,6,7,2,4,6,8,6,9,24.24,2.693333333,1.271278884
19,P8a,0,0,0,A group of women playing sports,8,P8,P,a,5,0,2,0,0,0,6,0,5,1,7,2,6,20.22,3.37,0.967884291
19,P8b,0,0,0,A coach with her team discussing a play for a sport,8,P8,P,b,1,0,1,0,1,0,7,1,5,3,6,4,11,34.18,3.107272727,0.716464806
19,P8c,0,0,0,A coach in her team discussing a play for a team sport,8,P8,P,c,0,0,1,0,1,0,3,1,5,3,6,0,12,38.97,3.2475,0.614138347
19,P9a,0,0,0,A woman seems to be crying but it doesn’t seem to be a sad moment but a happy moment. ,9,P9,P,a,7,2,4,0,6,0,4,5,6,4,7,3,19,44.25,2.458333333,0.906020711
19,P9b,0,0,0,A woman is so happy she’s crying. It also seems like a celebration of some kind. ,9,P9,P,b,8,0,5,0,8,0,6,5,6,4,7,5,16,44.2,2.7625,0.943867929
19,P9c,0,0,0,A woman is at a celebration and is so happy she’s crying. ,9,P9,P,c,9,0,5,0,8,0,8,4,7,4,8,5,12,37.22,3.101666667,0.998096674
19,N12a,0,0,0,A woman is at a meeting and is delivering a presentation. ,12,N12,N,a,0,0,1,0,0,0,6,0,6,2,7,0,11,34.89,3.171818182,0.824982644
19,N12b,0,0,0,A woman is at a meeting and delivering a presentation.  ,12,N12,N,b,0,0,1,0,0,0,6,0,6,2,7,0,10,30.96,3.096,0.828227022
19,N12c,0,0,0,A woman is delivering a presentation to a meeting full of men. ,12,N12,N,c,0,0,1,0,0,0,8,1,6,2,8,0,12,38.97,3.2475,0.948636581
19,P10a,0,0,0,A group of people talking,10,P10,P,a,0,0,0,0,0,0,4,0,4,0,5,0,5,17.83,3.566,1.181875628
19,P10b,0,0,0,A group of people having a conversation outside ,10,P10,P,b,1,0,0,0,0,0,7,0,4,0,6,0,8,26.72,3.34,1.034767055
19,P10c,0,0,0,A group of people eating and having a conversation. ,10,P10,P,c,1,0,1,0,0,0,8,0,4,0,7,0,9,28.43,3.158888889,1.166955917
19,P11a,0,0,0,A woman with her foot on another woman,11,P11,P,a,0,5,0,0,0,0,7,0,6,0,7,0,8,28.01,3.50125,1.006002521
19,P11b,0,0,0,A woman with showing another woman something on her foot,11,P11,P,b,0,0,0,0,0,0,7,1,6,0,7,0,10,33.8,3.38,1.053227843
19,P11c,0,0,0,A woman painting the toenails of another woman,11,P11,P,c,0,0,4,0,1,0,9,0,7,1,8,0,8,27.61,3.45125,1.398483234
19,P12a,0,0,0,A man is in a group of people and is engaged in conversation. ,12,P12,P,a,1,0,0,0,0,0,4,1,4,0,5,0,13,42.53,3.271538462,1.049435135
19,P12b,0,0,0,A man is engaged in conversation with a group of people. ,12,P12,P,b,0,0,0,0,0,0,4,0,4,0,5,0,11,36.08,3.28,1.060971253
19,P12c,0,0,0,A man is out for coffee and is having a conversation with a group of people. ,12,P12,P,c,2,0,1,0,0,0,6,0,5,1,6,0,16,51.06,3.19125,1.145570455
20,N1a,0,0,0,"A group of friends is hanging out, but one of them is disappointed that the others are distracted on their phones.",1,N1,N,a,2,3,0,4,0,5,4,6,6,5,7,6,21,55.81,2.7905,1.023489773
20,N1b,0,0,0,"Four friends are hanging out, but one is disappointed that the others are distracted.",1,N1,N,b,2,3,0,4,0,5,3,4,6,5,6,6,14,31.9,2.453846154,0.866203772
20,N1c,0,0,0,One friend is disappointed that his other three friends are distracted on their phones.,1,N1,N,c,1,5,0,4,0,5,2,6,5,5,7,6,14,41.56,2.968571429,0.957583956
20,N2a,0,0,0,A girl at school is being bullied and talked about by others.,2,N2,N,a,1,8,0,7,0,7,4,2,4,4,5,5,12,35.61,2.9675,1.295005265
20,N2b,0,0,0,A girl at school is being bullied.,2,N2,N,b,0,8,0,7,0,7,3,1,4,4,5,3,7,24.66,3.522857143,1.202368694
20,N2c,0,0,0,"A girl at school is being bullied by others, but is angry and galvanized rather than humiliated.",2,N2,N,c,3,5,0,6,0,8,3,7,4,7,6,7,17,46.83,2.754705882,1.16674289
20,P1a,0,0,0,Three friends are consoling a fourth.,1,P1,P,a,2,3,4,0,4,0,3,2,4,5,7,4,6,15.65,3.13,0.779326632
20,P1b,0,0,0,Three friends are consoling a fourth.,1,P1,P,b,2,3,4,0,4,0,2,2,4,5,7,4,6,15.65,3.13,0.779326632
20,P1c,0,0,0,Three friends are consoling a fourth.,1,P1,P,c,2,3,4,0,4,0,2,1,4,5,7,4,6,15.65,3.13,0.779326632
20,N3a,0,0,0,Colleagues are laughing together at a funny and business-appropriate joke.,3,N3,N,a,8,0,3,0,5,0,8,2,6,7,6,3,10,30.11,2.737272727,0.847066596
20,N3b,0,0,0,Colleagues are laughing together at a joke.,3,N3,N,b,8,0,3,0,5,0,8,2,6,3,6,2,7,20.81,2.972857143,0.857374175
20,N3c,0,0,0,A colleague is being ridiculed in a completely inappropriate and perhaps illegal business interaction.,3,N3,N,c,1,8,0,9,0,7,3,4,4,8,5,6,14,36.01,2.572142857,0.873033426
20,N4a,0,0,0,Two colleagues are discussing a shared interest.,4,N4,N,a,5,0,2,0,0,7,1,0,4,3,5,2,7,21,3,0.901110426
20,N4b,0,0,0,A mentor is giving advice.,4,N4,N,b,2,0,3,0,4,0,2,1,5,3,4,4,5,16.44,3.288,0.525471217
20,N4c,0,0,0,Two colleagues are disagreeing and trying to keep things respectful.,4,N4,N,c,3,3,0,2,1,3,3,3,5,4,4,6,10,25.61,2.561,0.909694088
20,P2a,0,0,0,Elderly friends are meeting for dinner.,2,P2,P,a,5,0,2,0,2,0,3,0,6,0,6,0,6,17.73,2.955,1.08669683
20,P2b,0,0,0,Elderly friends are meeting for Thanksgiving.,2,P2,P,b,7,0,3,0,2,0,3,1,6,1,7,0,6,16.56,2.76,0.82825117
20,P2c,0,0,0,Elderly friends and one of their children are meeting for Thankgiving.,2,P2,P,c,5,0,3,0,3,0,2,1,6,1,8,0,11,28.51,2.851,1.136705278
20,N5a,0,0,0,"A group of friends is hanging out, but all but one are distracted on their phones.",5,N5,N,a,2,5,0,4,0,3,8,3,6,3,5,6,16,44.58,2.972,0.957602661
20,N5b,0,0,0,A group of friends is split between phone addicts and someone wanting to have fun.,5,N5,N,b,3,5,0,4,0,3,3,2,6,4,3,6,15,43.58,2.905333333,1.068228618
20,N5c,0,0,0,One friend is bored and disappointed that her other friends are obsessed with their phones.,5,N5,N,c,1,6,0,4,0,5,2,7,6,4,3,7,15,41.18,2.745333333,0.998476458
20,N6a,0,0,0,Three friends are taking pictures at a party together.,6,N6,N,a,3,0,3,0,5,0,8,1,6,0,8,1,9,28.07,3.118888889,0.843036839
20,N6b,0,0,0,One friend is having a great time while at least one other friend is bored and ready to go home.,6,N6,N,b,5,5,1,2,3,3,3,4,4,5,4,7,20,56.04,2.802,0.898803884
20,N6c,0,0,0,"Two friends are not paying attention to their third friend, who is bored and ready to go home.",6,N6,N,c,2,3,0,3,0,4,3,5,5,5,5,6,18,42.61,2.663125,0.936430946
20,N7a,0,0,0,Two friends are happily chatting.,7,N7,N,a,8,0,3,0,4,0,3,2,3,3,5,2,5,14.72,2.944,1.027292558
20,N7b,0,0,0,Two friends are having a good time discussing a shared interest.,7,N7,N,b,8,0,3,0,5,0,2,2,3,3,4,3,11,30.42,2.765454545,0.789751399
20,N7c,0,0,0,Two friends are disagreeing.,7,N7,N,c,2,5,0,2,0,3,2,1,4,3,5,3,4,11.87,2.9675,0.960637809
20,P3a,0,0,0,A nervous colleague is giving a presentation to other colleagues.,3,P3,P,a,2,3,0,1,0,2,3,3,6,3,6,5,10,29.39,2.939,0.855601803
20,P3b,0,0,0,A nervous colleague is presenting to her superiors.,3,P3,P,b,2,3,0,2,0,3,3,4,6,3,6,6,8,22.79,2.84875,0.917020603
20,P3c,0,0,0,A nervous colleague is giving a presentation.,3,P3,P,c,2,3,0,1,0,2,3,3,6,3,6,5,7,22.01,3.144285714,0.686994836
20,P4a,0,0,0,Colleagues are in a business meeting.,4,P4,P,a,0,0,0,0,0,0,3,0,4,1,4,0,6,18.17,3.028333333,0.645396519
20,P4b,0,0,0,Colleagues are having a debate in a business meeting.,4,P4,P,b,3,3,0,2,0,0,3,1,5,2,5,4,9,26.78,2.975555556,0.596806315
20,P4c,0,0,0,Colleagues are having a private conversation in a business meeting.,4,P4,P,c,0,0,0,0,0,0,3,1,5,2,5,2,10,29.6,2.96,0.573798261
20,P5a,0,0,0,A mom is goofing around with her kid while grandma holds him.,5,P5,P,a,8,0,4,0,6,0,8,2,6,2,9,3,12,38.95,3.245833333,1.049549326
20,P5b,0,0,0,Two family members are hanging out at home with their kid and grandkid.,5,P5,P,b,5,0,3,0,4,0,7,0,4,2,6,1,13,37.96,3.163333333,1.127784097
20,P5c,0,0,0,"A loving family, now looking like sisters, is hanging out with a young member of the family.",5,P5,P,c,8,0,3,0,6,0,3,2,5,4,3,3,17,45.21,2.825625,0.978794965
20,N8a,0,0,0,A mother is apprehensively watching her daughter.,8,N8,N,a,2,3,0,2,0,4,6,6,6,5,5,6,7,25.9,3.7,1.117437545
20,N8b,0,0,0,A mother is arguing with her daughter.,8,N8,N,b,2,5,0,5,0,6,4,1,5,3,6,4,7,24.32,3.474285714,1.014837543
20,N8c,0,0,0,A mother just got into a fight with her daughter.,8,N8,N,c,1,5,0,6,0,7,2,1,5,4,5,5,10,31.29,3.129,1.116914898
20,N9a,0,0,0,A kid is getting a car key from his parent.,9,N9,N,a,5,0,1,0,0,0,8,1,7,3,7,1,10,36.35,3.635,1.092349659
20,N9b,0,0,0,A kid is giving a ring to his partner.,9,N9,N,b,7,0,3,0,3,0,8,1,7,1,7,2,9,30.51,3.39,0.98634426
20,N9c,0,0,0,A kid is reluctantly and emotionally giving up a prized ring.,9,N9,N,c,2,6,0,4,0,6,4,7,6,4,5,7,11,32.12,3.212,1.214320112
20,P6a,0,0,0,One colleague is listening to another speak.,6,P6,P,a,0,0,1,0,0,0,7,0,5,0,6,2,7,23.1,3.3,0.885945822
20,P6b,0,0,0,Three colleagues are listening to another speak.,6,P6,P,b,0,0,1,0,0,0,7,0,5,0,7,2,7,20.67,2.952857143,0.933179409
20,P6c,0,0,0,Three colleagues are listening to another speak.,6,P6,P,c,0,0,1,0,0,0,6,0,5,0,7,2,7,20.67,2.952857143,0.933179409
20,N10a,0,0,0,Four friends are hanging out together playing a board game and drinking.,10,N10,N,a,3,0,4,0,3,0,7,1,7,0,8,1,12,31,3.1,1.032806317
20,N10b,0,0,0,Three friends are having a closed-loop conversation but excluding a fourth.,10,N10,N,b,1,6,0,4,0,6,3,3,4,2,4,6,11,32.62,2.965454545,0.725814903
20,N10c,0,0,0,Three friends are ostracizing and talking about a fourth member of the group.,10,N10,N,c,1,7,0,6,0,6,3,3,4,6,4,7,13,32.11,2.675833333,0.998339151
20,P7a,0,0,0,Two teammates are restraining an emotionally distraught third.,7,P7,P,a,1,7,0,5,0,7,4,4,5,6,6,7,8,18.39,2.627142857,1.130246497
20,P7b,0,0,0,Three teammates are congratulating a fourth on his athletic accomplishments.,7,P7,P,b,8,0,5,0,7,0,3,1,4,4,6,5,10,27.15,3.016666667,0.665169151
20,P7c,0,0,0,Three friends are congratulating their best little bud on his accomplishments.,7,P7,P,c,8,0,5,0,8,0,2,2,4,4,5,6,11,33.26,3.023636364,0.816348856
20,N11a,0,0,0,A couple is arguing.,11,N11,N,a,1,6,0,6,0,6,2,1,5,3,6,4,4,13.86,3.465,0.574427251
20,N11b,0,0,0,A couple is having an emotionally intense conversation.,11,N11,N,b,5,5,0,4,0,6,3,2,5,3,4,6,8,22.16,2.77,0.961991981
20,N11c,0,0,0,A man is apologizing to his distraught partner.,11,N11,N,c,2,5,2,4,0,6,6,3,4,4,5,7,8,24.75,3.09375,1.010967535
20,P8a,0,0,0,A sports team is getting guidance from their coach.,8,P8,P,a,5,0,2,0,3,0,3,1,4,2,6,4,9,28.59,3.176666667,0.782032608
20,P8b,0,0,0,A sports team is pumping up their colleague.,8,P8,P,b,7,0,4,0,4,0,3,2,4,3,4,5,8,29.72,3.715,0.345749703
20,P8c,0,0,0,A sports team is congregating to discuss their next plays.,8,P8,P,c,1,0,1,0,2,0,3,1,6,2,5,3,10,27.8,3.088888889,0.732776304
20,P9a,0,0,0,An elderly woman is either upset or overwhelmed by positive emotion.,9,P9,P,a,5,5,2,1,4,4,2,3,2,4,3,5,11,27.32,2.483636364,1.073603956
20,P9b,0,0,0,An elderly woman is overwhelmed by her birthday party.,9,P9,P,b,5,0,4,0,0,5,3,6,3,4,4,5,9,24.26,3.0325,1.389683931
20,P9c,0,0,0,An elderly woman is overcome by joy at her family's love for her on her birthday.,9,P9,P,c,9,0,5,0,8,0,3,6,3,4,3,6,16,45.18,2.82375,0.951257939
20,N12a,0,0,0,A colleague is giving a business presentation.,12,N12,N,a,5,0,1,0,0,0,2,0,6,1,6,0,7,23.44,3.348571429,0.383598252
20,N12b,0,0,0,A colleague is giving a business presentation.,12,N12,N,b,5,0,1,0,0,0,2,0,6,1,5,0,7,23.44,3.348571429,0.383598252
20,N12c,0,0,0,A colleague is giving a presentation about a contentious subject.,12,N12,N,c,5,5,0,2,0,0,3,1,6,5,3,4,10,30.1,3.01,0.725518971
20,P10a,0,0,0,A group of friends are bonding over a shared experience they can all see and feel.,10,P10,P,a,7,0,4,0,7,0,3,2,3,7,5,6,16,44.81,2.800625,0.881305613
20,P10b,0,0,0,Friends are looking at something together with great interest and enjoyment.,10,P10,P,b,8,0,4,0,7,0,6,3,3,5,6,5,11,23.81,2.164545455,0.520718036
20,P10c,0,0,0,Friends are talking to one another in a public park.,10,P10,P,c,2,0,2,0,1,0,7,1,5,0,8,2,10,30.76,3.076,0.990456685
20,P11a,0,0,0,One friend is cleaning another friend's feet.,11,P11,P,a,5,0,3,0,1,0,8,1,6,0,9,1,7,24.7,3.528571429,0.771458112
20,P11b,0,0,0,One friend is cleaning another friend's feet.,11,P11,P,b,5,0,3,0,1,0,8,1,6,0,5,1,7,24.7,3.528571429,0.771458112
20,P11c,0,0,0,One friend is painting her friend's toenails.,11,P11,P,c,5,0,3,0,2,0,8,1,7,0,4,0,7,26.69,3.812857143,0.80147186
20,P12a,0,0,0,A group of colleagues is intently listening to whoever is speaking.,12,P12,P,a,1,0,1,0,4,0,4,2,5,1,5,3,11,33.53,3.048181818,1.001427163
20,P12b,0,0,0,A group of colleagues is intensely and respectfully listening to another.,12,P12,P,b,7,0,2,0,6,0,4,4,5,3,5,4,11,29.42,2.674545455,1.071656322
20,P12c,0,0,0,A group of friends is enjoying lunch and gossiping about work.,12,P12,P,c,7,0,3,1,4,0,4,2,5,3,5,5,11,32.41,2.946363636,1.00388518
21,N1a,0,0,0,looks like 3 people having a discussion ,1,N1,N,a,0,0,1,0,0,0,8,0,4,0,5,2,7,21.69,3.098571429,0.935261614
21,N1b,0,0,0,looks like three people are on their phones while one is deep in his thoughts ,1,N1,N,b,0,0,0,2,0,4,8,4,6,4,5,5,15,47.53,3.168666667,0.983825381
21,N1c,0,0,0,three people are on their phones while one seems to be really bored and not on his phone ,1,N1,N,c,1,2,0,3,0,4,8,4,6,4,5,6,18,51.22,2.845555556,1.21118912
21,N2a,0,0,0,The people at the back seem to be ridiculing the lady at the front. ,2,N2,N,a,1,7,0,5,0,7,4,6,3,5,4,6,14,34.23,2.445,1.24710588
21,N2b,0,0,0,The people at the back seem to be talking about the lady at the front.,2,N2,N,b,1,2,0,3,0,7,3,4,3,3,5,5,15,38,2.533333333,1.28333086
21,N2c,0,0,0,The people at the back are gossiping about the girl at the front.,2,N2,N,c,1,5,0,4,0,7,3,6,3,5,5,6,13,34.15,2.626923077,1.334106346
21,P1a,0,0,0,looks like a group of four people having a disussion ,1,P1,P,a,0,0,1,0,0,0,8,1,4,0,5,2,10,27.41,3.045555556,1.008155632
21,P1b,0,0,0,a group of people having a discussion ,1,P1,P,b,0,0,1,0,0,0,7,0,4,0,4,2,7,22.26,3.18,1.045402634
21,P1c,0,0,0,looks like a group of people trying to console one of their one ,1,P1,P,c,3,2,3,1,4,0,7,3,4,6,5,5,13,39.19,3.014615385,1.098935966
21,N3a,0,0,0,looks like a group of people having a meeting ,3,N3,N,a,0,0,1,0,0,0,8,0,5,1,4,0,9,27.04,3.004444444,1.000788578
21,N3b,0,0,0, a group of peope is having a meeting ,3,N3,N,b,0,0,1,0,0,0,6,0,5,1,4,0,9,21.4,3.057142857,0.881546261
21,N3c,0,0,0,looks like the people in the background are laughing at the lady in the focus ,3,N3,N,c,2,3,0,4,0,7,8,4,5,3,5,6,15,36.22,2.587142857,1.083672024
21,N4a,0,0,0,Looks like a couple arguing about something ,4,N4,N,a,2,5,0,5,0,6,3,2,5,3,5,5,7,18.37,2.624285714,0.830739774
21,N4b,0,0,0,Looks like a man and a woman having an argument ,4,N4,N,b,1,5,0,5,0,6,7,2,5,3,6,5,10,28.61,2.861,1.143002382
21,N4c,0,0,0,Looks like two colleagues discusiing something at work ,4,N4,N,c,0,0,1,0,0,0,3,0,5,1,5,2,8,20.19,2.884285714,0.969894447
21,P2a,0,0,0,some old people celebrating something ,2,P2,P,a,3,0,4,0,5,0,3,0,4,2,4,2,5,14.64,2.928,1.082090569
21,P2b,0,0,0,some elderly people having a meal ,2,P2,P,b,1,0,3,0,2,0,8,0,6,0,5,0,6,20.93,3.488333333,1.060158793
21,P2c,0,0,0,a family having a meal ,2,P2,P,c,5,0,3,0,2,0,8,0,5,0,5,0,5,17.53,3.506,0.955839945
21,N5a,0,0,0,seems like four people having a good time ,5,N5,N,a,7,0,4,0,4,0,3,2,3,4,4,2,8,21.87,2.73375,1.063161559
21,N5b,0,0,0,looks like three people are busy in their phone while one person is deep in her thoughts ,5,N5,N,b,0,0,0,2,0,4,8,5,5,5,5,6,17,54.61,3.212352941,1.012882825
21,N5c,0,0,0,three individiduals are busy on their phones while one person seems to be bored or thinking about something ,5,N5,N,c,1,2,0,3,0,4,7,3,5,4,5,6,18,45.4,2.670588235,1.110481149
21,N6a,0,0,0,looks like three gentlemen having a good time ,6,N6,N,a,7,0,4,0,4,0,6,2,3,3,4,2,8,22.18,2.7725,0.767030452
21,N6b,0,0,0,looks like three men having a good moment ,6,N6,N,b,7,0,4,0,4,0,7,2,3,3,4,2,8,21.94,2.7425,1.121755639
21,N6c,0,0,0,looks like three guys hanging out while one is bored and the other two are busy on their phones ,6,N6,N,c,1,2,1,2,0,3,8,4,5,4,5,6,19,53.03,2.946111111,1.104638024
21,N7a,0,0,0,Seems like a couple having an argument,7,N7,N,a,2,5,0,5,0,6,2,2,5,3,5,5,7,17.31,2.472857143,0.898456348
21,N7b,0,0,0,Seems like a couple who are having an argument ,7,N7,N,b,2,5,0,5,0,6,2,3,5,3,5,5,9,20.9,2.322222222,0.833978084
21,N7c,0,0,0,It;s two women who are probablya arguing about something in a friendly way ,7,N7,N,c,3,2,1,2,2,3,3,3,4,4,4,5,13,32.29,2.690833333,0.917084891
21,P3a,0,0,0,looks like a girl giving a presentation infront of a group of people ,3,P3,P,a,0,0,1,0,0,0,8,0,6,1,6,0,13,37.57,3.130833333,1.063009949
