subj,prompt,excluded_subj,excluded_subj_rep,excluded_response,response,prompt_val,prompt_set,prompt_val_set,prompt_stage,concrete_gpt,abstract_gpt,negativity_gpt,positivity_gpt,word_counts,brysbaert_sum,brysbaert_mean,brysbaert_sd
141,P10c,0,0,0,Boy and girls sitting and it seems like they are talking about what they are eating.,P,10,P10,c,7,3,0,2,16,45.74,2.85875,1.291990067
141,P11a,0,0,0,Two women sitting,P,11,P11,a,8,0,0,0,3,13.44,4.48,0.310483494
141,P11b,0,0,0,Two women sitting and one cutting the others nails. ,P,11,P11,b,9,0,0,5,9,31.88,3.542222222,1.447547735
141,P11c,0,0,0,Two women sitting and one is applying something on the other's leg ,P,11,P11,c,8,0,0,1,12,38.73,3.2275,1.299630192
141,P12a,0,0,0,People are in a meeting discussing and one man seems to be upset.,P,12,P12,a,6,3,3,2,13,36.83,2.833076923,1.143134467
141,P12b,0,0,0,People sitting around the table. One man seems to explain something to the others.,P,12,P12,b,7,2,0,2,14,38.68,2.762857143,1.475958247
141,P12c,0,0,0,People sitting around the table eating. One man seems to explain something to the others.,P,12,P12,c,8,2,0,2,15,43.12,2.874666667,1.486731154
142,N1a,0,0,0,A group of people are sitting on their phones.,N,1,N1,a,7,0,0,0,9,31.86,3.54,1.205197079
142,N1b,0,0,0,A group of people went out for coffee and are now sitting on their phones.,N,1,N1,b,7,1,0,2,15,47.18,3.145333333,1.300460724
142,N1c,0,0,0,A group of people went out for coffee and are now sitting on their phones. The man is bored out of his mind and wishes he didn't bother coming with.,N,1,N1,c,6,6,7,1,30,83.93,2.894137931,1.179928924
142,N2a,0,0,0,There is a group of younger kids.,N,2,N2,a,2,0,0,0,7,22.89,3.27,1.043998723
142,N2b,0,0,0,A group of people are speaking poorly about someone.,N,2,N2,b,3,2,7,1,9,26.79,2.976666667,1.165589979
142,N2c,0,0,0,A group of people are having a discussion. One woman doesn't like what they have to say. She thinks they are being childish and ignorant.,N,2,N2,c,3,5,6,1,25,63.73,2.655416667,0.95485933
142,P1a,0,0,0,A group of people are having a serious discussion.,P,1,P1,a,3,2,0,2,9,26.21,2.912222222,1.05161516
142,P1b,0,0,0,They are having a serious discussion.,P,1,P1,b,2,2,1,1,6,15.38,2.563333333,0.588750088
142,P1c,0,0,0,A group of people are having a serious discussion revolving around the man on the right. They want to console him.,P,1,P1,c,3,5,2,3,21,59.79,2.847142857,1.058343719
142,N3a,0,0,0,People are laughing.,N,3,N3,a,8,0,0,7,3,10.78,3.593333333,1.531154249
142,N3b,0,0,0,A group of people are laughing at something.,N,3,N3,b,6,1,0,7,8,20.57,2.938571429,1.207772448
142,N3c,0,0,0,The group of people are laughing at the woman and mocking her.,N,3,N3,c,6,4,8,1,12,29.77,2.706363636,1.263014432
142,N4a,0,0,0,There are 2 people having a discussion.,N,4,N4,a,3,0,0,0,7,21.45,3.064285714,1.081986709
142,N4b,0,0,0,There are 2 people having a discussion. The energy seems tense.,N,4,N4,b,3,2,6,2,11,30.09,2.735454545,1.036594073
142,N4c,0,0,0,Two people are having a discussion. The man on the left seems to be in disagreement.,N,4,N4,c,6,3,2,2,16,43.8,2.7375,1.117028797
142,P2a,0,0,0,There is a group of older people who have gotten together and are surrounding a food dish of some sort.,P,2,P2,a,7,0,0,2,20,56.29,2.962631579,1.117958666
142,P2b,0,0,0,3 old people are looking at a food dish.,P,2,P2,b,8,0,0,0,9,30.89,3.432222222,1.164117453
142,P2c,0,0,0,Three old people have gotten together for dinner and are looking at the main entrée.,P,2,P2,c,7,1,0,2,15,34.75,2.673076923,1.081783902
142,N5a,0,0,0,A group of people are out and appear to be busy.,N,5,N5,a,3,1,0,5,11,28.8,2.618181818,1.087030986
142,N5b,0,0,0,A group of people went out for coffee and are sitting on their phones.,N,5,N5,b,7,1,0,2,14,45.7,3.264285714,1.262029588
142,N5c,0,0,0,A group of people went out for coffee and are sitting on their phones. The woman is incredibly bored and wishes she didn't come with.,N,5,N5,c,5,6,6,1,25,71.56,2.981666667,1.21070467
142,N6a,0,0,0,Three men are sitting down together.,N,6,N6,a,8,0,0,0,6,21.32,3.553333333,1.153423889
142,N6b,0,0,0,A group of men are sitting down together. One looks amused and the other one looks bored.,N,6,N6,b,7,3,1,2,17,51.12,3.007058824,1.085067767
142,N6c,0,0,0,A group of men are sitting down together. Only one of them appears to be having fun and in a good mood. The other two look bored and ready to leave.,N,6,N6,c,7,6,3,3,31,80.91,2.61,1.00889048
142,N7a,0,0,0,Two people are having an argument.,N,7,N7,a,3,0,4,1,6,17.24,2.873333333,1.3148029
142,N7b,0,0,0,Two people are having an argument. The person on the left has heard enough.,N,7,N7,b,4,2,4,1,14,35.59,2.737692308,1.266275074
142,N7c,0,0,0,"Two friends are having a heated debate. The woman on the left has heard enough, but the woman on the right still has more to say.",N,7,N7,c,6,4,4,2,26,64.95,2.70625,1.044292198
142,P3a,0,0,0,A woman is giving a presentation.,P,3,P3,a,6,0,0,5,6,20.83,3.471666667,0.604596284
142,P3b,0,0,0,A woman is giving a presentation or speaking.,P,3,P3,b,6,0,0,5,8,26.25,3.28125,0.815745715
142,P3c,0,0,0,A woman is giving a presentation to a group of colleagues. ,P,3,P3,c,7,0,0,5,11,35.21,3.200909091,0.923628221
142,P4a,0,0,0,A group of people are having a serious discussion.,P,4,P4,a,3,2,0,2,9,26.21,2.912222222,1.05161516
142,P4b,0,0,0,A group of people have gathered for a serious discussion.,P,4,P4,b,3,2,0,2,10,28.74,2.874,1.02060113
142,P4c,0,0,0,A group of people have gathered together for a work meeting.,P,4,P4,c,3,0,0,1,11,32.79,2.980909091,0.949341399
142,P5a,0,0,0,A woman is making an exaggerated expression towards someone. ,P,5,P5,a,6,2,1,1,9,26.53,2.947777778,0.957989793
142,P5b,0,0,0,A woman is making an exaggerated expression towards a child. ,P,5,P5,b,8,2,0,1,10,30.85,3.085,1.055201403
142,P5c,0,0,0,A woman is making a funny face towards the child to try and make them laugh.,P,5,P5,c,8,6,0,7,16,48.63,3.039375,1.142514588
142,N8a,0,0,0,An older woman seems upset.,N,8,N8,a,3,2,6,1,5,12.8,2.56,1.175180837
142,N8b,0,0,0,An older woman appears to be upset with a younger family member.,N,8,N8,b,3,4,6,2,12,33.29,2.774166667,0.970730356
142,N8c,0,0,0,An older woman is upset with her daughter or grand-daughter.,N,8,N8,c,2,3,6,1,10,32.95,2.995454545,1.288792952
142,N9a,0,0,0,A man has his hand outreached.,N,9,N9,a,8,0,0,1,6,18.13,3.626,1.059542354
142,N9b,0,0,0,Someone has dropped a ring in the man's hand.,N,9,N9,b,7,1,0,2,9,29.92,3.74,1.168234321
142,N9c,0,0,0,"The man is getting divorced, but he doesn't want to.",N,9,N9,c,2,6,6,2,10,25.23,2.803333333,1.207611279
142,P6a,0,0,0,A group of people are being addressed by a woman.,P,6,P6,a,6,0,0,0,10,30.61,3.061,1.235614557
142,P6b,0,0,0,People are listening to a woman speak.,P,6,P6,b,7,0,0,5,7,23,3.285714286,1.205333386
142,P6c,0,0,0,A woman is speaking to a small group of people who are listening intently. ,P,6,P6,c,8,2,0,5,14,43.12,3.08,1.089869435
142,N10a,0,0,0,A group of people have gotten together.,N,10,N10,a,3,0,0,1,7,19.08,3.18,1.143835653
142,N10b,0,0,0,"A group of people are having a discussion, one person is left out.",N,10,N10,b,6,2,4,2,13,41.99,3.23,1.01967315
142,N10c,0,0,0,One person is left out of the conversation and is waiting for her opportunity to leave.,N,10,N10,c,3,6,6,1,16,42.98,2.68625,1.045867264
142,P7a,0,0,0,Kids are playing a sports game.,P,7,P7,a,6,0,0,7,6,20.88,3.48,0.997416663
142,P7b,0,0,0,Kids are playing a sport and have won.,P,7,P7,b,3,1,0,8,8,22.75,2.84375,0.991606741
142,P7c,0,0,0,Kids are celebrating having won the sports game.,P,7,P7,c,6,2,0,9,8,23.57,2.94625,1.16309854
142,N11a,0,0,0,Two people are having an unpleasant conversation.,N,11,N11,a,2,1,7,1,7,19.58,2.797142857,1.27120303
142,N11b,0,0,0,The man is begging the woman. The woman is turned away and seems hurt.,N,11,N11,b,6,6,6,2,14,39.26,3.02,1.323719507
142,N11c,0,0,0,"The man has done something to hurt the woman and instead of comforting her, he is begging her not to leave him.",N,11,N11,c,3,7,7,1,22,55.63,2.649047619,1.079633756
142,P8a,0,0,0,A group of people are playing a sport.,P,8,P8,a,3,0,0,5,8,25.58,3.1975,1.028532241
142,P8b,0,0,0,A group of people are discussing their strategy before playing the game.,P,8,P8,b,3,2,0,5,12,35.18,2.931666667,1.146304999
142,P8c,0,0,0,A group of people are discussing their strategy before playing the sports game.,P,8,P8,c,3,2,0,5,13,38.66,2.973846154,1.107990211
142,P9a,0,0,0,An older woman seems overcome with emotion.,P,9,P9,a,3,4,2,2,7,17.11,2.444285714,0.984409419
142,P9b,0,0,0,An older woman is overcome with emotion while out for dinner.,P,9,P9,b,3,4,2,2,11,29.7,2.7,1.122087341
142,P9c,0,0,0,An older woman is crying happy tears while out for a dinner celebration.,P,9,P9,c,7,4,0,8,13,40.82,3.14,1.133012209
142,N12a,0,0,0,3 people are gathered together.,N,12,N12,a,7,0,0,0,5,15.68,3.136,1.084310841
142,N12b,0,0,0,People are gathered together for a business meeting.,N,12,N12,b,3,1,0,5,8,23.22,2.9025,0.952646689
142,N12c,0,0,0,The woman running the meeting seems to be singling out one man in particular. The other men seem uncomfortable.,N,12,N12,c,4,6,6,1,19,49.11,2.728333333,1.242863156
142,P10a,0,0,0,A group of younger kids are sitting down together.,P,10,P10,a,6,0,0,5,9,29.67,3.296666667,1.098487597
142,P10b,0,0,0,A group of younger people are sitting down together and are looking at something to the left.,P,10,P10,b,7,0,0,1,17,45.56,2.68,1.112137581
142,P10c,0,0,0,A group of people are sitting down together and having a discussion. They went to get food together earlier.,P,10,P10,c,6,1,0,5,19,56.49,2.973157895,1.060545209
142,P11a,0,0,0,Two women are sitting down together on a couch.,P,11,P11,a,9,0,0,1,9,32.76,3.64,0.986610359
142,P11b,0,0,0,"Two women are sitting on a couch, the one of the left is giving her a pedicure. ",P,11,P11,b,9,0,0,1,17,54.9,3.229411765,1.143112366
142,P11c,0,0,0,The woman is giving her friend a pedicure. ,P,11,P11,c,7,0,0,5,8,26.33,3.29125,0.980429024
142,P12a,0,0,0,A man is listening intently to the conversation.,P,12,P12,a,6,4,0,5,8,23.89,2.98625,1.174295381
142,P12b,0,0,0,A man is speaking towards a small group of people.,P,12,P12,b,7,0,0,0,10,34.93,3.493,0.988939387
142,P12c,0,0,0,A man is speaking to a small group of friends. The man sitting next to him doesn't like what he has to say and is wondering why he bothered coming out with them.,P,12,P12,c,3,6,4,2,33,88.7,2.861290323,1.079381743
143,N1a,0,0,0,A group of people on their phones.,N,1,N1,a,8,0,0,1,7,25.21,3.601428571,1.091626135
143,N1b,0,0,0,A group of people on their phones.,N,1,N1,b,8,0,0,1,7,25.21,3.601428571,1.091626135
143,N1c,0,0,0,One man looks board because his friends are on their phones. ,N,1,N1,c,7,4,2,1,11,36.68,3.334545455,1.164211009
143,N2a,0,0,0,Looks like some girls may be gossiping in the background.,N,2,N2,a,4,3,2,2,10,27.72,2.772,0.958109249
143,N2b,0,0,0,Some people are talking in the background.,N,2,N2,b,8,0,0,0,7,20.81,2.972857143,1.170722203
143,N2c,0,0,0,A woman in the front looks upset and a group in the background is talking.,N,2,N2,c,8,3,4,2,15,45.86,3.057333333,0.985679364
143,P1a,0,0,0,Two couples having a serious conversation.,P,1,P1,a,3,1,1,1,6,18.92,3.153333333,0.864815973
143,P1b,0,0,0,A group of 4 people having a serious conversation.,P,1,P1,b,6,1,0,0,9,27.94,3.104444444,0.981467156
143,P1c,0,0,0,Looks like 3 people are having a serious conversation with a man.,P,1,P1,c,6,2,0,0,12,35.89,2.990833333,1.03519395
143,N3a,0,0,0,Looks like some people at a table laughing.,N,3,N3,a,8,1,0,7,8,26.48,3.31,1.176872368
143,N3b,0,0,0,A work meeting and people are laughing.,N,3,N3,b,7,0,0,7,7,22.03,3.147142857,1.160225758
143,N3c,0,0,0,Looks like 4 people are making fun of a woman.,N,3,N3,c,7,4,7,1,10,26.92,2.991111111,1.099789121
143,N4a,0,0,0,It looks like two people are having a meeting.,N,4,N4,a,7,1,0,1,9,26.84,2.982222222,0.979486827
143,N4b,0,0,0,A man and woman are having a confrontation. ,N,4,N4,b,3,1,4,2,8,23.83,2.97875,1.187030358
143,N4c,0,0,0,A man and woman seem to have a work disagreement. ,N,4,N4,c,2,2,2,2,10,29.2,2.92,1.162172296
143,P2a,0,0,0,Some old people are sitting down to eat.,P,2,P2,a,7,0,0,5,8,26.08,3.26,1.29699653
143,P2b,0,0,0,An old lady is putting a turkey on a table.,P,2,P2,b,9,0,0,2,10,29.71,3.71375,1.177102223
143,P2c,0,0,0,An old lady is putting out a turkey on a thanksgiving table.,P,2,P2,c,8,0,0,5,12,35.77,3.577,1.086636503
143,N5a,0,0,0,Men are on their phones. ,N,5,N5,a,8,0,0,0,5,18.09,3.618,1.250467912
143,N5b,0,0,0,Some friends are on their phones. ,N,5,N5,b,6,0,0,2,6,18.85,3.141666667,1.011442864
143,N5c,0,0,0,One friend look bored while her friends are all on their phones.,N,5,N5,c,7,2,3,1,12,36.15,3.0125,0.881508263
143,N6a,0,0,0,A man is taking a selfie.,N,6,N6,a,8,0,0,1,6,18.28,3.656,0.715178299
143,N6b,0,0,0,Friends hanging out on a couch and one taking a picture.,N,6,N6,b,8,1,0,8,11,33.19,3.319,0.925700335
143,N6c,0,0,0,Three men on a couch for new years. Two are on their phones.,N,6,N6,c,8,1,1,2,13,42.35,3.529166667,1.03972425
143,N7a,0,0,0,Two women hanging out and chatting. ,N,7,N7,a,6,1,0,7,6,16.41,3.282,1.216601825
143,N7b,0,0,0,looks like two women are having a conversation.,N,7,N7,b,8,1,0,1,8,24.05,3.00625,0.992341207
143,N7c,0,0,0,Looks like two women are having and arguement.,N,7,N7,c,7,2,3,1,8,19.04,2.72,1.182807395
143,P3a,0,0,0,A women looks a little stressed out. ,P,3,P3,a,3,2,3,1,7,22.94,3.277142857,0.630706331
143,P3b,0,0,0,A woman looks a little stressed during a meeting.,P,3,P3,b,7,2,3,2,9,27.94,3.104444444,0.800485964
143,P3c,0,0,0,A woman is giving a presentation at a meeting.,P,3,P3,c,7,0,0,5,9,29.15,3.238888889,0.668607591
143,P4a,0,0,0,There is a conference happening. ,P,4,P4,a,2,0,0,1,5,15.02,3.004,0.974079052
143,P4b,0,0,0,A board meeting.,P,4,P4,b,2,0,0,0,3,10.82,3.606666667,0.843583626
143,P4c,0,0,0,It appears to be a board meeting with all women.,P,4,P4,c,6,1,0,5,10,28.89,2.889,1.029923945
143,P5a,0,0,0,A lady is making funny face at a baby.,P,5,P5,a,8,1,0,7,9,31.87,3.541111111,1.051444773
143,P5b,0,0,0,A grandma or mom is making funny faces at a kid.,P,5,P5,b,8,1,0,7,11,37.76,3.432727273,1.097926144
143,P5c,0,0,0,A grandma playing with a kid.,P,5,P5,c,8,0,0,8,6,20.84,3.473333333,0.963694281
143,N8a,0,0,0,a woman is standing over another woman sitting at a table.,N,8,N8,a,8,0,0,0,11,40.43,3.675454545,0.984005728
143,N8b,0,0,0,Looks like a mom and daughter are talking to someone on the other side of the camera.,N,8,N8,b,8,1,0,1,17,48.49,2.852352941,1.262420935
143,N8c,0,0,0,A family is having coffee at christmas time and that they might be having an argument. ,N,8,N8,c,4,2,3,4,16,44.28,2.7675,1.009214216
143,N9a,0,0,0,Someone is holding out their hand.,N,9,N9,a,8,0,0,5,6,22.11,3.685,0.657715744
143,N9b,0,0,0,A woman is putting a ring in a mans hand.,N,9,N9,b,8,1,0,5,10,35.46,3.94,0.7640517
143,N9c,0,0,0,A man is crying as a woman puts a ring in his hand.,N,9,N9,c,9,3,4,2,13,46.22,3.555384615,1.01136554
143,P6a,0,0,0,A man is looking a woman,P,6,P6,a,7,0,0,0,6,22.64,3.773333333,0.740126115
143,P6b,0,0,0,"A group is having a conversation, and a man is looking at the woman talking.",P,6,P6,b,7,1,0,1,15,48.49,3.232666667,1.038986228
143,P6c,0,0,0,A group is having a conversation and looking at one woman. ,P,6,P6,c,8,1,0,0,11,34.99,3.180909091,0.936188598
143,N10a,0,0,0,A family playing a game.,N,10,N10,a,6,0,0,7,5,18.47,3.694,0.619943546
143,N10b,0,0,0,A group is talking in the background and a lady in front looks sad.,N,10,N10,b,8,2,6,2,14,44.96,3.211428571,0.870657198
143,N10c,0,0,0,A girl looks upset while a group has a converation behind her.,N,10,N10,c,7,3,6,1,12,32.12,3.212,0.888041541
143,P7a,0,0,0,looks like a sports team might be celebrating.,P,7,P7,a,4,2,0,7,8,23.12,2.89,0.695536792
143,P7b,0,0,0,Looks like some kids are celebrating a sport.,P,7,P7,b,4,1,0,7,8,23.37,2.92125,0.887491449
143,P7c,0,0,0,"A group of boys are celebrating, possibly a goal scored.",P,7,P7,c,4,2,0,8,10,29.98,2.998,1.017292703
143,N11a,0,0,0,It looks like a man and woman are fighting and the woman might be crying.,N,11,N11,a,8,3,7,1,15,43.99,2.932666667,1.214857232
143,N11b,0,0,0,It looks like the man is trying to apologize to a woman.,N,11,N11,b,3,5,1,2,12,33.47,2.789166667,1.144738623
143,N11c,0,0,0,A woman is crying and a man is trying to apologize.,N,11,N11,c,8,2,6,2,11,35.53,3.23,1.124579922
143,P8a,0,0,0,A coach and her team.,P,8,P8,a,2,0,0,5,5,15.68,3.136,1.004853223
143,P8b,0,0,0,A coach and her team discussing plays.,P,8,P8,b,6,1,0,1,7,22.09,3.155714286,0.821398343
143,P8c,0,0,0,A team is huddled up and talking.,P,8,P8,c,7,1,0,1,7,24.6,3.514285714,0.92990783
143,P9a,0,0,0,An older ladie crying.,P,9,P9,a,8,1,7,1,4,8.18,2.726666667,1.270013123
143,P9b,0,0,0,A lady is crying over a birthday cake.,P,9,P9,b,8,2,6,2,8,26.15,3.735714286,0.815104434
143,P9c,0,0,0,An older lady seems to be happy crying.,P,9,P9,c,6,4,1,7,8,17.95,2.564285714,1.316065565
143,N12a,0,0,0,A group having a meeting. ,N,12,N12,a,2,0,0,1,5,15.8,3.16,0.693505588
143,N12b,0,0,0,A women giving a presentation at a meeting. ,N,12,N12,b,8,0,0,5,8,25.22,3.1525,0.658889759
143,N12c,0,0,0,A woman seems to be sternly talking to a man during a meeting.,N,12,N12,c,6,3,3,2,13,36.12,2.778461538,1.179949477
143,P10a,0,0,0,A large group having a converation.,P,10,P10,a,3,0,0,5,6,16.17,3.234,0.691903172
143,P10b,0,0,0,A group of friends laughing together.,P,10,P10,b,8,1,0,8,6,19.06,3.176666667,0.941820931
143,P10c,0,0,0,A group of friend eating and laughing together.,P,10,P10,c,8,1,0,8,8,25.02,3.1275,1.118439602
143,P11a,0,0,0,Two ladies talking on a couch.,P,11,P11,a,8,0,0,1,6,23.79,3.965,0.594634341
143,P11b,0,0,0,Two women sitting on a couch painting nails.,P,11,P11,b,9,0,0,5,8,34.37,4.29625,0.686605262
143,P11c,0,0,0,Two women painting nails on the couch.,P,11,P11,c,8,0,0,5,7,27.75,3.964285714,1.251370677
143,P12a,0,0,0,A man looks a little perturbed.,P,12,P12,a,4,2,3,1,6,19.77,3.295,0.957073665
143,P12b,0,0,0,A group is out to lunch and having a converation.,P,12,P12,b,3,0,0,5,10,26.84,2.982222222,1.060410036
143,P12c,0,0,0,A group of friends are having a light lunch and a good converation.,P,12,P12,c,3,1,0,8,13,34.32,2.86,1.052943925
144,N1a,1,0,0,AN OUTING,N,1,N1,a,1,0,0,5,2,4.18,2.09,0.890954544
144,N1b,1,0,0,PEOPLE ON THEIR PHONE,N,1,N1,b,7,0,0,0,4,16.17,4.0425,0.86580887
144,N1c,1,0,0,STUDENTS ON BREAK,N,1,N1,c,2,0,0,7,3,11.88,3.96,0.862612312
144,N2a,1,0,0,ALL SEEM LADIES,N,2,N2,a,0,0,0,0,3,8.35,2.783333333,1.364453493
144,N2b,1,0,0,PEOPLE GOSSIP,N,2,N2,b,2,0,2,2,2,7.72,3.86,1.216223664
144,N2c,1,0,0,A LADY INFRONT OF PEOPLE,N,2,N2,c,7,0,0,1,5,13.97,3.4925,1.364853472
144,P1a,1,0,0,COUPLES,P,1,P1,a,0,0,0,5,1,3.93,3.93,NA
144,P1b,1,0,0,COUPLES,P,1,P1,b,1,0,0,5,1,3.93,3.93,NA
144,P1c,1,0,0,COUPLESTHERAPY,P,1,P1,c,0,0,0,0,1,0,NA,NA
144,N3a,1,0,0,GROUP MEETING,N,3,N3,a,0,0,0,0,2,7.12,3.56,0.791959595
144,N3b,1,0,0,MEETING,N,3,N3,b,0,0,0,0,1,3,3,NA
144,N3c,1,0,0,MAKING FUN,N,3,N3,c,1,0,2,4,2,2.75,2.75,NA
144,N4a,1,0,0,A MAN AND A WOMAN,N,4,N4,a,7,0,0,5,5,17.27,3.454,1.286518558
144,N4b,1,0,0,TWO MEN CONVERSING,N,4,N4,b,2,0,0,0,3,11.82,3.94,0.992018145
144,N4c,1,0,0,A THERAPIST AND A CLIENT,N,4,N4,c,1,0,0,0,5,16.44,3.288,1.120388326
144,P2a,1,0,0,AGED GROUP,P,2,P2,a,0,0,0,0,2,6.98,3.49,0.890954544
144,P2b,1,0,0,A PARTY,P,2,P2,b,1,0,0,7,2,7.14,3.57,0.45254834
144,P2c,1,0,0,A CELEBRATION,P,2,P2,c,1,0,0,10,2,6.72,3.36,0.155563492
144,N5a,1,0,0,AN OUTING,N,5,N5,a,1,0,0,5,2,4.18,2.09,0.890954544
144,N5b,1,0,0,HAVING A COFFEE,N,5,N5,b,8,0,0,5,3,10.24,3.413333333,1.322585851
144,N5c,1,0,0,ALL BUT ONE IS NOT ENJOYING THE OUTING,N,5,N5,c,2,3,7,2,8,20.73,2.59125,0.911630212
144,N6a,1,0,0,HAVING FUN WITH FRIENDS,N,6,N6,a,1,0,0,9,4,9.22,2.305,0.518362807
144,N6b,1,0,0,TAKING A SELFIE,N,6,N6,b,8,0,0,5,3,6.31,3.155,0.134350288
144,N6c,1,0,0,GROOMSMEN IN WAIT,N,6,N6,c,2,0,0,0,3,5.68,2.84,0.22627417
144,N7a,1,0,0,ARGUING,N,7,N7,a,1,0,5,1,1,2.75,2.75,NA
144,N7b,1,0,0,A GIRL TALKING,N,7,N7,b,3,0,0,0,3,12.17,4.056666667,0.800083329
144,N7c,1,0,0,FRIENDLY TALK,N,7,N7,c,1,0,0,8,2,6.39,3.195,1.237436867
144,P3a,1,0,0,A PRESENTATION IN A CONFERENCE HALL,P,3,P3,a,2,0,0,0,6,21.14,3.523333333,0.635976939
144,P3b,1,0,0,A GUY PRESENTING,P,3,P3,b,3,0,0,1,3,11.32,3.773333333,0.78831043
144,P3c,1,0,0,CONFERENCE ROOM MEETING,P,3,P3,c,2,0,0,0,3,11.65,3.883333333,0.89522809
144,P4a,1,0,0,MEETING,P,4,P4,a,0,0,0,0,1,3,3,NA
144,P4b,1,0,0,WORKSHOP,P,4,P4,b,1,0,0,0,1,4.54,4.54,NA
144,P4c,1,0,0,MEETING,P,4,P4,c,0,0,0,0,1,3,3,NA
144,P5a,1,0,0,A LADY YELLING,P,5,P5,a,7,0,7,1,3,11.44,3.813333333,0.541510234
144,P5b,1,0,0,A LADY YELLING AT A CHILD,P,5,P5,b,8,1,7,0,6,21.54,3.59,0.956890798
144,P5c,1,0,0,A MOTHER WITH A CHILD VISITED A FRIEND,P,5,P5,c,7,0,0,5,8,28.12,3.515,0.898045497
144,N8a,1,0,0,a parent talking to teenager,N,8,N8,a,1,0,0,0,5,17.77,3.554,1.225206105
144,N8b,1,0,0,a conversation between two adult about something they are watching,N,8,N8,b,2,0,0,0,10,30.81,3.081,1.071390063
144,N8c,1,0,0,two adults staring and conversing,N,8,N8,c,8,1,0,5,5,17.05,3.41,1.218072247
144,N9a,1,0,0,HANDS RECEIVING,N,9,N9,a,7,0,0,0,2,7.41,3.705,1.435426766
144,N9b,1,0,0,A COIN IN A PALM,N,9,N9,b,9,0,0,0,5,19.22,3.844,0.933316667
144,N9c,1,0,0,A BEGGAR RECEIVING,N,9,N9,c,2,0,0,0,3,10.53,3.51,0.97631962
144,P6a,1,0,0,A MALE STANDING,P,6,P6,a,8,0,0,0,3,11.86,3.953333333,0.626125653
144,P6b,1,0,0,CHAT TIME,P,6,P6,b,0,0,0,5,2,6.73,3.365,0.417193001
144,P6c,1,0,0,AN OFFICE TALK,P,6,P6,c,1,0,0,0,3,10.46,3.486666667,1.807051005
144,N10a,1,0,0,people sitting,N,10,N10,a,7,0,0,0,2,9.52,4.76,0.056568542
144,N10b,1,0,0,HAVING A DRINK,N,10,N10,b,2,0,0,5,3,10.19,3.396666667,1.296238147
144,N10c,1,0,0,A LADY LISTENING TO THEM TALK OVER COFFEE,N,10,N10,c,8,0,0,2,8,26.98,3.3725,1.052815952
144,P7a,1,0,0,PLAYERS,P,7,P7,a,1,0,0,0,1,4.15,4.15,NA
144,P7b,1,0,0,JOYOUS MOMENT,P,7,P7,b,1,0,0,10,2,3.8,1.9,0.410121933
144,P7c,1,0,0,PLAYERS JUBILIATING,P,7,P7,c,7,0,0,9,2,4.15,4.15,NA
144,N11a,1,0,0,A MAN TALKING,N,11,N11,a,3,0,0,0,3,12.11,4.036666667,0.770540936
144,N11b,1,0,0,A MAN EXPLAINING,N,11,N11,b,2,0,0,0,3,10.01,3.336666667,1.411996223
144,N11c,1,0,0,THE MAN APOLOGIZING,N,11,N11,c,2,1,1,2,3,8.85,2.95,1.702703732
144,P8a,1,0,0,FEMALE TEAM,P,8,P8,a,1,0,0,5,2,8.36,4.18,0.551543289
144,P8b,1,0,0,PLAYERS,P,8,P8,b,1,0,0,0,1,4.15,4.15,NA
144,P8c,1,0,0,PLAYERS,P,8,P8,c,1,0,0,0,1,4.15,4.15,NA
144,P9a,1,0,0,A WOMAN CRYING,P,9,P9,a,8,0,7,1,3,11.71,3.903333333,0.610764548
144,P9b,1,0,0,AN ELDERLY WOMAN HAVING A BAD TIME,P,9,P9,b,2,1,7,0,7,19.78,2.825714286,1.098117437
144,P9c,1,0,0,TEARS OF JOY FROM CELEBRATION,P,9,P9,c,4,3,0,9,5,13.91,2.782,1.217402974
144,N12a,1,0,0,MEETING ONGOING,N,12,N12,a,1,0,0,0,2,4.88,2.44,0.791959595
144,N12b,1,0,0,A PRESENTATION,N,12,N12,b,0,0,0,0,2,6.36,3.18,0.098994949
144,N12c,1,0,0,A LADY PRESENTING AT A MEETING,N,12,N12,c,6,0,0,5,6,19.29,3.215,0.72574789
144,P10a,1,0,0,people sitting,P,10,P10,a,7,0,0,0,2,9.52,4.76,0.056568542
144,P10b,1,0,0,i can see a lady staring and laughing ,P,10,P10,b,9,1,1,2,8,28.76,3.595,0.975294827
144,P10c,1,0,0,an interesting convo between youths,P,10,P10,c,1,0,0,6,5,9.26,2.315,0.834965069
144,P11a,1,0,0,FRIENDLY TALK,P,11,P11,a,1,0,0,8,2,6.39,3.195,1.237436867
144,P11b,1,0,0,TWO LADIES ,P,11,P11,b,2,0,0,5,2,8.51,4.255,0.106066017
144,P11c,1,0,0,LADIES MAKING NAILS,P,11,P11,c,7,0,0,7,3,11.93,3.976666667,1.170697798
144,P12a,1,0,0,A BLACK MAN SITTING,P,12,P12,a,8,0,0,0,4,16.6,4.15,0.773347701
144,P12b,1,0,0,A MEETING,P,12,P12,b,0,0,0,0,2,6.25,3.125,0.176776695
144,P12c,1,0,0,HAVING SOME SNACKS,P,12,P12,c,2,0,0,5,3,9.02,3.006666667,1.181580862
145,N1a,0,0,0,group of people on phones,N,1,N1,a,8,0,0,0,5,18.62,3.724,1.311765985
145,N1b,0,0,0,Group of people on their phones,N,1,N1,b,7,0,0,0,6,21.96,3.66,1.183706045
